,Year,MAE,MAE,Pearson_Correlation,Pearson_Correlation,MAPE,MAPE
,,mean,std,mean,std,mean,std
0,2014-2015,1.27034,0.07034,0.95258,0.00348,19.30105,1.29618
1,2015-2016,1.8311,0.0796,0.95083,0.00183,23.92595,1.36049
2,2016-2017,1.21442,0.26381,0.942,0.00659,26.74353,6.46944
3,2017-2018,2.28266,0.11052,0.97298,0.00218,29.69439,3.66938
4,2018-2019,1.48583,0.15189,0.94793,0.00287,38.95841,7.25491
5,Average,1.61687,0.08677,0.95326,0.00197,27.72466,2.30518
