,Year,MAE,MAE,Pearson_Correlation,Pearson_Correlation,MAPE,MAPE
,,mean,std,mean,std,mean,std
0,2014-2015,2.1311,0.23533,0.88353,0.02088,24.56673,1.20639
1,2015-2016,2.57332,0.12675,0.89324,0.01018,27.65608,1.82823
2,2016-2017,2.25811,0.50259,0.82124,0.00955,43.70732,11.80902
3,2017-2018,3.41002,0.29575,0.88476,0.00856,33.7268,10.76516
4,2018-2019,1.83234,0.29583,0.89932,0.01479,40.98809,9.5751
5,Average,2.44098,0.11679,0.87642,0.00657,34.129,2.84677
