,Year,MAE,Pearson_Correlation,MAPE
0,2014-2015,1.6344216829745597,0.8899965407489576,21.695967516674628
1,2015-2016,1.6953311865729896,0.9076250223671845,22.858481925136307
2,2016-2017,1.2360318590998043,0.9125610670004002,24.198833694845334
3,2017-2018,4.042872446183953,0.8541507780828933,33.227420014577774
4,2018-2019,1.7026469667318982,0.8944633738877402,24.422189894458594
5,Average,2.062260828312641 +- 1.0052345513486038,0.8917593564174352,25.280578609138527
