,Year,MAE,Pearson_Correlation,MAPE
0,2014-2015,2.1501211350293543,0.8308607140282851,30.105084760887024
1,2015-2016,2.28601018735363,0.8306370762455904,31.742427074306367
2,2016-2017,1.702034990215264,0.8401703965634935,32.03884779065285
3,2017-2018,5.8227057925636,0.7296608323091458,47.665539542948395
4,2018-2019,2.4216345596868885,0.8031987321030117,34.96326630044304
5,Average,2.876501332969747 +- 1.4928297742503338,0.8069055502499054,35.30303309384753
