,Year,MAE,Pearson_Correlation,MAPE
0,2014-2015,1.0597608610567515,0.9482899739542833,13.919007334739467
1,2015-2016,0.9577263466042156,0.9681261309757291,12.71062282700082
2,2016-2017,0.7315183170254403,0.9696770300662008,14.786923633469884
3,2017-2018,2.1289562035225047,0.9551391073397262,18.621727297491834
4,2018-2019,0.9534194520547946,0.9664035349069734,13.926888838048287
5,Average,1.1662762360527414 +- 0.4931356324416257,0.9615271554485826,14.793033986150059
