,Year,MAE,Pearson_Correlation,MAPE
0,2014-2015,2.554942622309198,0.7553356615746918,37.79195480297343
1,2015-2016,2.8185520686963312,0.7372430629592422,40.92576621895007
2,2016-2017,2.1748574168297456,0.7454071786355607,40.56634727369418
3,2017-2018,7.307191585127201,0.6019564230134274,62.20444338318431
4,2018-2019,3.111069471624266,0.6951715177569157,46.463672236013124
5,Average,3.5933226329173484 +- 1.882335610279414,0.7070227687879675,45.590436782963025
