,Year,MAE,MAE,Pearson_Correlation,Pearson_Correlation,MAPE,MAPE
,,mean,std,mean,std,mean,std
0,2014-2015,1.31356,0.03232,0.94387,0.00207,23.1121,1.65208
1,2015-2016,1.53454,0.048,0.93994,0.00303,21.66052,1.85575
2,2016-2017,2.45603,0.13885,0.93919,0.00223,56.99594,8.30017
3,2017-2018,2.27224,0.25161,0.98284,0.00304,25.62424,5.6703
4,2018-2019,1.91804,0.99039,0.95006,0.0113,46.09432,26.22311
5,Average,1.89888,0.20103,0.95117,0.00232,34.69742,5.79701
