,Year,MAE,MAE,Pearson_Correlation,Pearson_Correlation,MAPE,MAPE
,,mean,std,mean,std,mean,std
0,2014-2015,2.03083,0.05333,0.85296,0.00533,27.23085,1.29098
1,2015-2016,2.28811,0.04092,0.89487,0.00841,25.377,2.16995
2,2016-2017,3.16676,0.06945,0.84157,0.01274,70.03117,4.30551
3,2017-2018,3.45204,0.13199,0.8757,0.00733,29.25344,3.61222
4,2018-2019,2.65304,0.71633,0.87232,0.02393,64.46339,22.35471
5,Average,2.71816,0.13779,0.86748,0.00514,43.27117,4.2139
