,Year,MAE,MAE,Pearson_Correlation,Pearson_Correlation,MAPE,MAPE
,,mean,std,mean,std,mean,std
0,2014-2015,1.74744,0.04397,0.9039,0.00419,25.95521,1.64442
1,2015-2016,1.85192,0.05549,0.91872,0.00474,23.37582,2.09841
2,2016-2017,2.38347,0.15816,0.90981,0.00896,55.48999,6.60281
3,2017-2018,3.10234,0.18096,0.94142,0.00647,28.41512,5.70305
4,2018-2019,2.33272,0.79953,0.91763,0.01371,55.20655,22.10254
5,Average,2.28358,0.17346,0.91824,0.00292,37.68854,4.8238
