,Year,MAE,MAE,Pearson_Correlation,Pearson_Correlation,MAPE,MAPE
,,mean,std,mean,std,mean,std
0,2014-2015,1.10877,0.10464,0.96471,0.00351,19.32258,2.50156
1,2015-2016,1.46533,0.47493,0.97133,0.0025,20.37756,7.53933
2,2016-2017,1.16816,0.25182,0.96588,0.00499,25.84638,4.66141
3,2017-2018,1.71308,0.1569,0.98266,0.00222,20.35428,4.83719
4,2018-2019,1.3684,0.18036,0.96585,0.00709,32.55588,9.32513
5,Average,1.36475,0.11844,0.97009,0.0018,23.69134,2.67256
